movie_id	title	year	single_genre	rating	img_url
3435	Double Indemnity (1944)	1944	Crime	4.42	https://liangfgithub.github.io/MovieImages/3435.jpg?raw=true
1221	Godfather: Part II, The (1974)	1974	Crime	4.36	https://liangfgithub.github.io/MovieImages/1221.jpg?raw=true
1234	Sting, The (1973)	1973	Crime	4.32	https://liangfgithub.github.io/MovieImages/1234.jpg?raw=true
1260	M (1931)	1931	Crime	4.3	https://liangfgithub.github.io/MovieImages/1260.jpg?raw=true
910	Some Like It Hot (1959)	1959	Crime	4.3	https://liangfgithub.github.io/MovieImages/910.jpg?raw=true
296	Pulp Fiction (1994)	1994	Crime	4.28	https://liangfgithub.github.io/MovieImages/296.jpg?raw=true
3881	Bittersweet Motel (2000)	2000	Documentary	5.0	https://liangfgithub.github.io/MovieImages/3881.jpg?raw=true
787	Gate of Heavenly Peace, The (1995)	1995	Documentary	5.0	https://liangfgithub.github.io/MovieImages/787.jpg?raw=true
3338	For All Mankind (1989)	1989	Documentary	4.44	https://liangfgithub.github.io/MovieImages/3338.jpg?raw=true
2930	Return with Honor (1998)	1998	Documentary	4.4	https://liangfgithub.github.io/MovieImages/2930.jpg?raw=true
128	Jupiter's Wife (1994)	1994	Documentary	4.33	https://liangfgithub.github.io/MovieImages/128.jpg?raw=true
1147	When We Were Kings (1996)	1996	Documentary	4.32	https://liangfgithub.github.io/MovieImages/1147.jpg?raw=true
3679	Decline of Western Civilization, The (1981)	1981	Documentary	4.27	https://liangfgithub.github.io/MovieImages/3679.jpg?raw=true
363	Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)	1993	Documentary	4.26	https://liangfgithub.github.io/MovieImages/363.jpg?raw=true
1189	Thin Blue Line, The (1988)	1988	Documentary	4.25	https://liangfgithub.github.io/MovieImages/1189.jpg?raw=true
2859	Stop Making Sense (1984)	1984	Documentary	4.23	https://liangfgithub.github.io/MovieImages/2859.jpg?raw=true
989	Schlafes Bruder (Brother of Sleep) (1995)	1995	Drama	5.0	https://liangfgithub.github.io/MovieImages/989.jpg?raw=true
3607	One Little Indian (1973)	1973	Drama	5.0	https://liangfgithub.github.io/MovieImages/3607.jpg?raw=true
3382	Song of Freedom (1936)	1936	Drama	5.0	https://liangfgithub.github.io/MovieImages/3382.jpg?raw=true
3245	I Am Cuba (Soy Cuba/Ya Kuba) (1964)	1964	Drama	4.8	https://liangfgithub.github.io/MovieImages/3245.jpg?raw=true
53	Lamerica (1994)	1994	Drama	4.75	https://liangfgithub.github.io/MovieImages/53.jpg?raw=true
2503	Apple, The (Sib) (1998)	1998	Drama	4.67	https://liangfgithub.github.io/MovieImages/2503.jpg?raw=true
2019	Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954)	1954	Drama	4.56	https://liangfgithub.github.io/MovieImages/2019.jpg?raw=true
318	Shawshank Redemption, The (1994)	1994	Drama	4.55	https://liangfgithub.github.io/MovieImages/318.jpg?raw=true
858	Godfather, The (1972)	1972	Drama	4.52	https://liangfgithub.github.io/MovieImages/858.jpg?raw=true
527	Schindler's List (1993)	1993	Drama	4.51	https://liangfgithub.github.io/MovieImages/527.jpg?raw=true
260	Star Wars: Episode IV - A New Hope (1977)	1977	Fantasy	4.45	https://liangfgithub.github.io/MovieImages/260.jpg?raw=true
792	Hungarian Fairy Tale, A (1987)	1987	Fantasy	4.0	https://liangfgithub.github.io/MovieImages/792.jpg?raw=true
1097	E.T. the Extra-Terrestrial (1982)	1982	Fantasy	3.97	https://liangfgithub.github.io/MovieImages/1097.jpg?raw=true
247	Heavenly Creatures (1994)	1994	Fantasy	3.87	https://liangfgithub.github.io/MovieImages/247.jpg?raw=true
1073	Willy Wonka and the Chocolate Factory (1971)	1971	Fantasy	3.86	https://liangfgithub.github.io/MovieImages/1073.jpg?raw=true
2797	Big (1988)	1988	Fantasy	3.86	https://liangfgithub.github.io/MovieImages/2797.jpg?raw=true
2138	Watership Down (1978)	1978	Fantasy	3.84	https://liangfgithub.github.io/MovieImages/2138.jpg?raw=true
2872	Excalibur (1981)	1981	Fantasy	3.81	https://liangfgithub.github.io/MovieImages/2872.jpg?raw=true
3920	Faraway, So Close (In Weiter Ferne, So Nah!) (1993)	1993	Fantasy	3.71	https://liangfgithub.github.io/MovieImages/3920.jpg?raw=true
1019	20,000 Leagues Under the Sea (1954)	1954	Fantasy	3.7	https://liangfgithub.github.io/MovieImages/1019.jpg?raw=true
922	Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)	1950	Film-Noir	4.49	https://liangfgithub.github.io/MovieImages/922.jpg?raw=true
3435	Double Indemnity (1944)	1944	Film-Noir	4.42	https://liangfgithub.github.io/MovieImages/3435.jpg?raw=true
913	Maltese Falcon, The (1941)	1941	Film-Noir	4.4	https://liangfgithub.github.io/MovieImages/913.jpg?raw=true
1252	Chinatown (1974)	1974	Film-Noir	4.34	https://liangfgithub.github.io/MovieImages/1252.jpg?raw=true
1267	Manchurian Candidate, The (1962)	1962	Film-Noir	4.33	https://liangfgithub.github.io/MovieImages/1267.jpg?raw=true
1284	Big Sleep, The (1946)	1946	Film-Noir	4.31	https://liangfgithub.github.io/MovieImages/1284.jpg?raw=true
2186	Strangers on a Train (1951)	1951	Film-Noir	4.3	https://liangfgithub.github.io/MovieImages/2186.jpg?raw=true
1260	M (1931)	1931	Film-Noir	4.3	https://liangfgithub.github.io/MovieImages/1260.jpg?raw=true
930	Notorious (1946)	1946	Film-Noir	4.29	https://liangfgithub.github.io/MovieImages/930.jpg?raw=true
541	Blade Runner (1982)	1982	Film-Noir	4.27	https://liangfgithub.github.io/MovieImages/541.jpg?raw=true
3280	Baby, The (1973)	1973	Horror	5.0	https://liangfgithub.github.io/MovieImages/3280.jpg?raw=true
1278	Young Frankenstein (1974)	1974	Horror	4.25	https://liangfgithub.github.io/MovieImages/1278.jpg?raw=true
1219	Psycho (1960)	1960	Horror	4.22	https://liangfgithub.github.io/MovieImages/1219.jpg?raw=true
1214	Alien (1979)	1979	Horror	4.16	https://liangfgithub.github.io/MovieImages/1214.jpg?raw=true
1258	Shining, The (1980)	1980	Horror	4.1	https://liangfgithub.github.io/MovieImages/1258.jpg?raw=true
1387	Jaws (1975)	1975	Horror	4.09	https://liangfgithub.github.io/MovieImages/1387.jpg?raw=true
3305	Bluebeard (1944)	1944	Horror	4.0	https://liangfgithub.github.io/MovieImages/3305.jpg?raw=true
1348	Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)	1922	Horror	3.99	https://liangfgithub.github.io/MovieImages/1348.jpg?raw=true
2648	Frankenstein (1931)	1931	Horror	3.98	https://liangfgithub.github.io/MovieImages/2648.jpg?raw=true
1997	Exorcist, The (1973)	1973	Horror	3.96	https://liangfgithub.github.io/MovieImages/1997.jpg?raw=true
899	Singin' in the Rain (1952)	1952	Musical	4.28	https://liangfgithub.github.io/MovieImages/899.jpg?raw=true
919	Wizard of Oz, The (1939)	1939	Musical	4.25	https://liangfgithub.github.io/MovieImages/919.jpg?raw=true
1288	This Is Spinal Tap (1984)	1984	Musical	4.18	https://liangfgithub.github.io/MovieImages/1288.jpg?raw=true
1066	Shall We Dance? (1937)	1937	Musical	4.17	https://liangfgithub.github.io/MovieImages/1066.jpg?raw=true
914	My Fair Lady (1964)	1964	Musical	4.15	https://liangfgithub.github.io/MovieImages/914.jpg?raw=true
945	Top Hat (1935)	1935	Musical	4.15	https://liangfgithub.github.io/MovieImages/945.jpg?raw=true
2300	Producers, The (1968)	1968	Musical	4.14	https://liangfgithub.github.io/MovieImages/2300.jpg?raw=true
1947	West Side Story (1961)	1961	Musical	4.06	https://liangfgithub.github.io/MovieImages/1947.jpg?raw=true
2565	King and I, The (1956)	1956	Musical	3.95	https://liangfgithub.github.io/MovieImages/2565.jpg?raw=true
3606	On the Town (1949)	1949	Musical	3.94	https://liangfgithub.github.io/MovieImages/3606.jpg?raw=true
578	Hour of the Pig, The (1993)	1993	Mystery	4.5	https://liangfgithub.github.io/MovieImages/578.jpg?raw=true
904	Rear Window (1954)	1954	Mystery	4.48	https://liangfgithub.github.io/MovieImages/904.jpg?raw=true
1212	Third Man, The (1949)	1949	Mystery	4.45	https://liangfgithub.github.io/MovieImages/1212.jpg?raw=true
913	Maltese Falcon, The (1941)	1941	Mystery	4.4	https://liangfgithub.github.io/MovieImages/913.jpg?raw=true
1252	Chinatown (1974)	1974	Mystery	4.34	https://liangfgithub.github.io/MovieImages/1252.jpg?raw=true
1284	Big Sleep, The (1946)	1946	Mystery	4.31	https://liangfgithub.github.io/MovieImages/1284.jpg?raw=true
903	Vertigo (1958)	1958	Mystery	4.27	https://liangfgithub.github.io/MovieImages/903.jpg?raw=true
3730	Conversation, The (1974)	1974	Mystery	4.25	https://liangfgithub.github.io/MovieImages/3730.jpg?raw=true
950	Thin Man, The (1934)	1934	Mystery	4.24	https://liangfgithub.github.io/MovieImages/950.jpg?raw=true
3801	Anatomy of a Murder (1959)	1959	Mystery	4.23	https://liangfgithub.github.io/MovieImages/3801.jpg?raw=true
3888	Skipped Parts (2000)	2000	Romance	4.5	https://liangfgithub.github.io/MovieImages/3888.jpg?raw=true
912	Casablanca (1942)	1942	Romance	4.41	https://liangfgithub.github.io/MovieImages/912.jpg?raw=true
3307	City Lights (1931)	1931	Romance	4.39	https://liangfgithub.github.io/MovieImages/3307.jpg?raw=true
1197	Princess Bride, The (1987)	1987	Romance	4.3	https://liangfgithub.github.io/MovieImages/1197.jpg?raw=true
898	Philadelphia Story, The (1940)	1940	Romance	4.3	https://liangfgithub.github.io/MovieImages/898.jpg?raw=true
930	Notorious (1946)	1946	Romance	4.29	https://liangfgithub.github.io/MovieImages/930.jpg?raw=true
1172	Cinema Paradiso (1988)	1988	Romance	4.29	https://liangfgithub.github.io/MovieImages/1172.jpg?raw=true
899	Singin' in the Rain (1952)	1952	Romance	4.28	https://liangfgithub.github.io/MovieImages/899.jpg?raw=true
969	African Queen, The (1951)	1951	Romance	4.25	https://liangfgithub.github.io/MovieImages/969.jpg?raw=true
1247	Graduate, The (1967)	1967	Romance	4.25	https://liangfgithub.github.io/MovieImages/1247.jpg?raw=true
260	Star Wars: Episode IV - A New Hope (1977)	1977	Sci-Fi	4.45	https://liangfgithub.github.io/MovieImages/260.jpg?raw=true
750	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)	1963	Sci-Fi	4.45	https://liangfgithub.github.io/MovieImages/750.jpg?raw=true
2571	Matrix, The (1999)	1999	Sci-Fi	4.32	https://liangfgithub.github.io/MovieImages/2571.jpg?raw=true
1196	Star Wars: Episode V - The Empire Strikes Back (1980)	1980	Sci-Fi	4.29	https://liangfgithub.github.io/MovieImages/1196.jpg?raw=true
541	Blade Runner (1982)	1982	Sci-Fi	4.27	https://liangfgithub.github.io/MovieImages/541.jpg?raw=true
1214	Alien (1979)	1979	Sci-Fi	4.16	https://liangfgithub.github.io/MovieImages/1214.jpg?raw=true
1240	Terminator, The (1984)	1984	Sci-Fi	4.15	https://liangfgithub.github.io/MovieImages/1240.jpg?raw=true
1253	Day the Earth Stood Still, The (1951)	1951	Sci-Fi	4.14	https://liangfgithub.github.io/MovieImages/1253.jpg?raw=true
1200	Aliens (1986)	1986	Sci-Fi	4.13	https://liangfgithub.github.io/MovieImages/1200.jpg?raw=true
1199	Brazil (1985)	1985	Sci-Fi	4.1	https://liangfgithub.github.io/MovieImages/1199.jpg?raw=true
745	Close Shave, A (1995)	1995	Thriller	4.52	https://liangfgithub.github.io/MovieImages/745.jpg?raw=true
50	Usual Suspects, The (1995)	1995	Thriller	4.52	https://liangfgithub.github.io/MovieImages/50.jpg?raw=true
904	Rear Window (1954)	1954	Thriller	4.48	https://liangfgithub.github.io/MovieImages/904.jpg?raw=true
1212	Third Man, The (1949)	1949	Thriller	4.45	https://liangfgithub.github.io/MovieImages/1212.jpg?raw=true
2762	Sixth Sense, The (1999)	1999	Thriller	4.41	https://liangfgithub.github.io/MovieImages/2762.jpg?raw=true
908	North by Northwest (1959)	1959	Thriller	4.38	https://liangfgithub.github.io/MovieImages/908.jpg?raw=true
593	Silence of the Lambs, The (1991)	1991	Thriller	4.35	https://liangfgithub.github.io/MovieImages/593.jpg?raw=true
1252	Chinatown (1974)	1974	Thriller	4.34	https://liangfgithub.github.io/MovieImages/1252.jpg?raw=true
1267	Manchurian Candidate, The (1962)	1962	Thriller	4.33	https://liangfgithub.github.io/MovieImages/1267.jpg?raw=true
2571	Matrix, The (1999)	1999	Thriller	4.32	https://liangfgithub.github.io/MovieImages/2571.jpg?raw=true
527	Schindler's List (1993)	1993	War	4.51	https://liangfgithub.github.io/MovieImages/527.jpg?raw=true
1178	Paths of Glory (1957)	1957	War	4.47	https://liangfgithub.github.io/MovieImages/1178.jpg?raw=true
750	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)	1963	War	4.45	https://liangfgithub.github.io/MovieImages/750.jpg?raw=true
912	Casablanca (1942)	1942	War	4.41	https://liangfgithub.github.io/MovieImages/912.jpg?raw=true
1204	Lawrence of Arabia (1962)	1962	War	4.4	https://liangfgithub.github.io/MovieImages/1204.jpg?raw=true
1250	Bridge on the River Kwai, The (1957)	1957	War	4.39	https://liangfgithub.github.io/MovieImages/1250.jpg?raw=true
1262	Great Escape, The (1963)	1963	War	4.38	https://liangfgithub.github.io/MovieImages/1262.jpg?raw=true
3134	Grand Illusion (Grande illusion, La) (1937)	1937	War	4.34	https://liangfgithub.github.io/MovieImages/3134.jpg?raw=true
2028	Saving Private Ryan (1998)	1998	War	4.34	https://liangfgithub.github.io/MovieImages/2028.jpg?raw=true
1233	Boat, The (Das Boot) (1981)	1981	War	4.3	https://liangfgithub.github.io/MovieImages/1233.jpg?raw=true
3607	One Little Indian (1973)	1973	Western	5.0	https://liangfgithub.github.io/MovieImages/3607.jpg?raw=true
3030	Yojimbo (1961)	1961	Western	4.4	https://liangfgithub.github.io/MovieImages/3030.jpg?raw=true
1304	Butch Cassidy and the Sundance Kid (1969)	1969	Western	4.22	https://liangfgithub.github.io/MovieImages/1304.jpg?raw=true
1283	High Noon (1952)	1952	Western	4.18	https://liangfgithub.github.io/MovieImages/1283.jpg?raw=true
1201	Good, The Bad and The Ugly, The (1966)	1966	Western	4.13	https://liangfgithub.github.io/MovieImages/1201.jpg?raw=true
1266	Unforgiven (1992)	1992	Western	4.09	https://liangfgithub.github.io/MovieImages/1266.jpg?raw=true
599	Wild Bunch, The (1969)	1969	Western	4.09	https://liangfgithub.github.io/MovieImages/599.jpg?raw=true
3365	Searchers, The (1956)	1956	Western	4.09	https://liangfgithub.github.io/MovieImages/3365.jpg?raw=true
3671	Blazing Saddles (1974)	1974	Western	4.05	https://liangfgithub.github.io/MovieImages/3671.jpg?raw=true
3037	Little Big Man (1970)	1970	Western	4.04	https://liangfgithub.github.io/MovieImages/3037.jpg?raw=true
